iid,gender,pid,match,age,race,imprace,imprelig,from,Income,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,QUE BUSCA ,Attractive1,Sincere1,Intelligent1,Fun1,Ambitious1,Has shared interests/hobbies1,QUE PIENSA DE SI MISMO,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,Matches no/si efectivos,no,yes,Si saldrian con ellos otravez,no,yes,Rating que obtuvieron de sus dates,Ambitious,Attractive,Fun,Intelligent,Shared Interests/Hobbies,Sincere,like,prob
480,0,481,0,26,2,4,6,New Jersey,0.00,4,1,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,QUE BUSCA ,16,18,18,20,12,16,QUE PIENSA DE SI MISMO,7,8,8,9,7,Matches no/si efectivos,12,3,Si saldrian con ellos otravez,7,8,Rating que obtuvieron de sus dates,7.428571429,7.857142857,7.857142857,8.285714286,7,8.142857143,6.642857143,5.5
481,1,466,0,23,2,8,1,"Westchester County, N.Y.",78844.00,3,2,English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,QUE BUSCA ,25,20,15,20,5,15,QUE PIENSA DE SI MISMO,8,7,9,8,6,Matches no/si efectivos,14,1,Si saldrian con ellos otravez,13,2,Rating que obtuvieron de sus dates,5.333333333,6.4,5.133333333,6.5,5,6.733333333,5.666666667,4.928571429
482,1,466,0,30,2,2,6,Florida,29575.00,6,1,Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,QUE BUSCA ,20,10,22,20,15,13,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,11,4,Si saldrian con ellos otravez,6,9,Rating que obtuvieron de sus dates,7.916666667,5.4,6.733333333,7.266666667,6.2,6.8,6.428571429,5.928571429
483,1,466,0,28,2,1,1,Romania,0.00,3,1,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,QUE BUSCA ,40,20,20,20,0,0,QUE PIENSA DE SI MISMO,8,10,10,10,10,Matches no/si efectivos,15,1,Si saldrian con ellos otravez,10,5,Rating que obtuvieron de sus dates,6.066666667,5.866666667,7,6.466666667,5.571428571,5.866666667,5.428571429,5.461538462
484,1,466,0,31,4,1,1,Los Angeles,34752.00,6,4,professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,QUE BUSCA ,16,16,20,16,16,16,QUE PIENSA DE SI MISMO,2,8,9,2,9,Matches no/si efectivos,13,2,Si saldrian con ellos otravez,13,2,Rating que obtuvieron de sus dates,6.642857143,4.285714286,4.285714286,8.071428571,3.357142857,7.357142857,5.285714286,5.230769231
485,1,466,0,29,1,4,3,"South Orange, New Jersey",0.00,6,2,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,QUE BUSCA ,20,15,20,15,15,15,QUE PIENSA DE SI MISMO,10,9,9,8,8,Matches no/si efectivos,13,2,Si saldrian con ellos otravez,13,2,Rating que obtuvieron de sus dates,4.714285714,4.266666667,4.533333333,6,4.6,6,4.642857143,5
486,1,466,0,32,3,1,1,"Colombia, South America",0.00,6,2,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,QUE BUSCA ,20,20,20,15,10,15,QUE PIENSA DE SI MISMO,6,10,8,7,9,Matches no/si efectivos,14,1,Si saldrian con ellos otravez,9,6,Rating que obtuvieron de sus dates,7.333333333,5.533333333,5.733333333,8,5.357142857,7.4,5.466666667,6
487,1,466,0,24,4,1,1,New Jersey,0.00,5,3,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,QUE BUSCA ,25,26,15,10,9,15,QUE PIENSA DE SI MISMO,7,9,8,6,5,Matches no/si efectivos,15,1,Si saldrian con ellos otravez,14,1,Rating que obtuvieron de sus dates,5.071428571,3.666666667,3.666666667,7.533333333,3.4,6.857142857,4.6,4.071428571
488,1,466,0,29,4,1,1,India,0.00,2,3,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,QUE BUSCA ,15,20,20,20,5,20,QUE PIENSA DE SI MISMO,6,8,8,8,8,Matches no/si efectivos,13,2,Si saldrian con ellos otravez,11,4,Rating que obtuvieron de sus dates,6.733333333,4.933333333,5.933333333,6.666666667,4.357142857,6,5.142857143,6.285714286
489,1,466,0,28,2,6,5,Greece,0.00,2,1,Business,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,QUE BUSCA ,20,10,20,20,20,0,QUE PIENSA DE SI MISMO,7,8,9,8,10,Matches no/si efectivos,7,8,Si saldrian con ellos otravez,4,11,Rating que obtuvieron de sus dates,6.928571429,7.466666667,7.133333333,7,6.285714286,6.866666667,6.8,6.571428571
490,1,466,0,29,2,6,1,Northern New Jersey,0.00,6,3,writer/producer,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,QUE BUSCA ,30,15,20,10,10,15,QUE PIENSA DE SI MISMO,5,7,7,6,7,Matches no/si efectivos,14,1,Si saldrian con ellos otravez,13,2,Rating que obtuvieron de sus dates,6.307692308,3.692307692,5.928571429,7,4.642857143,6.357142857,4.928571429,4.928571429
491,1,466,0,29,3,3,3,New Jersey,0.00,4,1,Investment Banker,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,QUE BUSCA ,30,10,25,20,8,7,QUE PIENSA DE SI MISMO,8,7,8,8,8,Matches no/si efectivos,11,4,Si saldrian con ellos otravez,3,12,Rating que obtuvieron de sus dates,7.6,7.666666667,7.6,7.8,6.071428571,6.733333333,6.692307692,5.5
492,1,466,0,30,6,1,1,new york,22173.00,4,2,acadeic,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,QUE BUSCA ,30,0,30,30,10,0,QUE PIENSA DE SI MISMO,4,5,10,10,10,Matches no/si efectivos,8,7,Si saldrian con ellos otravez,5,10,Rating que obtuvieron de sus dates,7,7.333333333,7.4,7.866666667,6.5,7.266666667,6.928571429,6
493,1,466,0,20,4,1,1,Philippines,0.00,6,5,politics,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,QUE BUSCA ,30,10,10,30,10,10,QUE PIENSA DE SI MISMO,7,7,8,8,8,Matches no/si efectivos,14,1,Si saldrian con ellos otravez,6,9,Rating que obtuvieron de sus dates,7.153846154,7.285714286,7.285714286,7.071428571,6,7.571428571,7,6.181818182
494,1,466,0,30,2,2,8,Boston,37994.00,3,3,film and radio,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,QUE BUSCA ,25,25,25,25,0,0,QUE PIENSA DE SI MISMO,6,6,7,7,7,Matches no/si efectivos,13,2,Si saldrian con ellos otravez,8,7,Rating que obtuvieron de sus dates,6.428571429,5.733333333,6.733333333,7.533333333,5.785714286,7.133333333,6.571428571,5.307692308
495,1,466,0,32,6,5,6,Miami,35409.00,2,1,Film,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,QUE BUSCA ,20,20,20,15,15,10,QUE PIENSA DE SI MISMO,8,9,9,8,9,Matches no/si efectivos,13,2,Si saldrian con ellos otravez,12,3,Rating que obtuvieron de sus dates,5.2,4.8,7.071428571,6.4,4.769230769,5.533333333,5.357142857,5.461538462
496,0,502,0,23,4,1,1,Indiana,23707.00,5,2,researcher,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,QUE BUSCA ,20,30,20,20,10,0,QUE PIENSA DE SI MISMO,5,5,9,8,9,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,1,6,Rating que obtuvieron de sus dates,6.6,7,6.5,8.285714286,6.285714286,8.285714286,7.285714286,6.285714286
497,0,502,0,24,2,5,5,"Boston, Ma",0.00,7,1,biology industry,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7,QUE BUSCA ,10,20,20,20,20,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,7,1,Si saldrian con ellos otravez,4,3,Rating que obtuvieron de sus dates,7,6.428571429,6.857142857,7.285714286,5.857142857,7.142857143,6.428571429,5.285714286
498,0,502,0,25,2,9,9,Baltimore,33772.00,4,1,scientist,3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1,QUE BUSCA ,18,18,18,18,18,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,7,1,Si saldrian con ellos otravez,2,5,Rating que obtuvieron de sus dates,6.833333333,6.857142857,6.571428571,7.857142857,6.142857143,7.428571429,6.571428571,6
499,0,502,0,26,2,1,9,New York,57501.00,4,1,Professor,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,QUE BUSCA ,19,19,19,19,5,19,QUE PIENSA DE SI MISMO,9,10,10,9,4,Matches no/si efectivos,5,2,Si saldrian con ellos otravez,4,3,Rating que obtuvieron de sus dates,6.857142857,5.714285714,6.428571429,8,4.714285714,7.714285714,6.571428571,5.285714286
500,0,502,0,25,1,7,9,"Kansas City, Missouri",25314.00,5,3,Epidemiologist,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,QUE BUSCA ,10,15,35,15,10,15,QUE PIENSA DE SI MISMO,8,8,9,8,9,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,1,6,Rating que obtuvieron de sus dates,7.5,5.857142857,6.666666667,7.714285714,5.857142857,8.142857143,6.428571429,6.571428571
501,0,502,0,26,2,7,4,Upstate New York,48876.00,4,3,epidemiologist,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,QUE BUSCA ,30,10,20,10,10,20,QUE PIENSA DE SI MISMO,8,8,8,8,9,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,3,4,Rating que obtuvieron de sus dates,6.833333333,6.714285714,7.285714286,7.142857143,6.285714286,7.571428571,6.285714286,5.857142857
502,1,496,0,26,4,1,1,Boston,0.00,3,2,Business,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,QUE BUSCA ,40,20,20,20,0,0,QUE PIENSA DE SI MISMO,7,8,9,9,9,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,6,1,Rating que obtuvieron de sus dates,7.333333333,3.833333333,7.666666667,6.666666667,4,8,6.166666667,4.5
503,1,496,0,25,2,1,5,California,34870.00,6,5,Scientist,2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7,QUE BUSCA ,30,30,40,0,0,0,QUE PIENSA DE SI MISMO,5,8,10,3,3,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,6,1,Rating que obtuvieron de sus dates,7.333333333,2.333333333,5.166666667,7.833333333,4,5.666666667,4.833333333,4.666666667
504,1,496,0,23,2,1,1,Maryland,35848.00,5,2,consultant,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,QUE BUSCA ,30,0,30,15,15,10,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,4,2,Si saldrian con ellos otravez,4,2,Rating que obtuvieron de sus dates,6.833333333,6.5,6.333333333,7.5,4.833333333,7,6.166666667,5.833333333
505,1,496,1,27,4,1,1,"Manila, Philippines",0.00,4,1,Writer/Editor,10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10,QUE BUSCA ,20,14,18,16,16,16,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,5,1,Si saldrian con ellos otravez,5,1,Rating que obtuvieron de sus dates,7.2,6.5,5.5,7.333333333,4.333333333,7.2,5.333333333,5.5
506,1,496,0,24,4,5,5,California,45017.00,7,2,Finance,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,QUE BUSCA ,15,15,20,15,15,20,QUE PIENSA DE SI MISMO,6,8,8,7,9,Matches no/si efectivos,6,1,Si saldrian con ellos otravez,6,1,Rating que obtuvieron de sus dates,7.833333333,4.666666667,3.666666667,7.833333333,3.5,7,4.333333333,4.333333333
507,1,496,0,24,4,1,1,Florida,12416.00,7,3,Epidemiologist,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,QUE BUSCA ,20,20,20,20,20,0,QUE PIENSA DE SI MISMO,7,9,8,7,6,Matches no/si efectivos,5,1,Si saldrian con ellos otravez,2,4,Rating que obtuvieron de sus dates,6.833333333,6,7.666666667,7.833333333,6,8,7,6.666666667
508,1,496,0,36,4,1,5,New York,87789.00,5,1,unsure,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,QUE BUSCA ,18,10,18,18,18,18,QUE PIENSA DE SI MISMO,8,8,9,8,9,Matches no/si efectivos,5,1,Si saldrian con ellos otravez,5,1,Rating que obtuvieron de sus dates,6.5,5.833333333,5.333333333,6.833333333,4.5,5.666666667,4.666666667,4.5
509,0,531,0,28,4,2,2,working,0.00,4,2,journalism,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,QUE BUSCA ,10,20,30,10,10,20,QUE PIENSA DE SI MISMO,3,3,7,2,7,Matches no/si efectivos,16,6,Si saldrian con ellos otravez,12,10,Rating que obtuvieron de sus dates,7,5.3,6,7.1,5.65,6.736842105,6.25,4.4
510,0,531,0,26,3,3,3,Chile,0.00,7,2,Professor,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,QUE BUSCA ,25,25,25,12,3,10,QUE PIENSA DE SI MISMO,7,10,8,6,5,Matches no/si efectivos,15,7,Si saldrian con ellos otravez,8,14,Rating que obtuvieron de sus dates,6.368421053,7.65,7.2,7.7,6.25,7.45,7,5.35
511,0,531,0,23,4,2,2,India,0.00,7,3,Business Management and Information Technology,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,QUE BUSCA ,20,10,10,30,15,15,QUE PIENSA DE SI MISMO,8,7,8,9,9,Matches no/si efectivos,18,4,Si saldrian con ellos otravez,18,4,Rating que obtuvieron de sus dates,6.9,6.095238095,5.523809524,7.571428571,4.761904762,7.238095238,5.666666667,4.666666667
512,0,531,0,,2,1,1,"Cambridge, MA",0.00,3,2,Actress,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5,QUE BUSCA ,20,20,20,20,5,15,QUE PIENSA DE SI MISMO,7,7,7,9,6,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,13,9,Rating que obtuvieron de sus dates,6.5625,7.941176471,6.529411765,6.411764706,4.375,6.882352941,6.529411765,4.823529412
513,0,531,0,23,2,1,1,Florida,50572.00,6,4,Actress,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,QUE BUSCA ,20,20,20,20,5,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,16,6,Si saldrian con ellos otravez,7,15,Rating que obtuvieron de sus dates,6.65,7.85,7.75,6.75,4.65,6.5,6.45,5.1
514,0,531,0,23,2,8,9,New York,49642.00,4,3,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,QUE BUSCA ,20,20,20,15,5,20,QUE PIENSA DE SI MISMO,8,10,10,9,8,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,18,4,Rating que obtuvieron de sus dates,6.571428571,4.666666667,6.523809524,6.761904762,5,6.857142857,5.666666667,5.380952381
515,0,531,0,23,2,8,5,Kansas,20000.00,6,3,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,QUE BUSCA ,20,20,20,15,10,15,QUE PIENSA DE SI MISMO,8,10,10,7,8,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,13,9,Rating que obtuvieron de sus dates,5.842105263,7,6.238095238,6.80952381,4.238095238,6.55,6.095238095,4.476190476
516,0,531,0,27,4,9,3,California,32508.00,6,3,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,QUE BUSCA ,58,5,8,10,7,12,QUE PIENSA DE SI MISMO,8,8,8,8,7,Matches no/si efectivos,16,6,Si saldrian con ellos otravez,10,12,Rating que obtuvieron de sus dates,6.7,7.238095238,6.666666667,6.80952381,5.1,5.952380952,6.238095238,4.80952381
517,0,531,0,30,3,1,1,Mexico,0.00,5,3,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,QUE BUSCA ,15,20,20,20,5,10,QUE PIENSA DE SI MISMO,8,9,9,7,6,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,16,6,Rating que obtuvieron de sus dates,5.647058824,5.882352941,6,6.294117647,4.176470588,6.588235294,5.294117647,4.176470588
518,0,531,0,23,2,2,1,San Diego,35627.00,7,2,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,QUE BUSCA ,20,25,25,30,5,5,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,16,6,Si saldrian con ellos otravez,8,14,Rating que obtuvieron de sus dates,6.571428571,7.045454545,7.363636364,6.818181818,4.909090909,7.363636364,6.772727273,5.454545455
519,0,531,0,26,2,8,9,Boston,0.00,4,2,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,QUE BUSCA ,40,5,30,15,5,5,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,15,7,Rating que obtuvieron de sus dates,6.052631579,5.95,5.9,7.05,4.722222222,7.1,6.05,4.45
520,0,531,0,28,6,2,1,Hawaii,46280.00,7,1,Foreign Service,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,QUE BUSCA ,25,15,25,15,10,10,QUE PIENSA DE SI MISMO,8,9,7,6,6,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,18,4,Rating que obtuvieron de sus dates,6.4,4.952380952,6.55,7.428571429,5,7.428571429,5.75,4.25
521,0,531,0,26,2,3,1,Salt Lake City,41191.00,3,1,Exec. Director of social service non-profit,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,QUE BUSCA ,10,30,20,15,15,10,QUE PIENSA DE SI MISMO,7,10,8,9,8,Matches no/si efectivos,15,7,Si saldrian con ellos otravez,11,11,Rating que obtuvieron de sus dates,6.047619048,6.136363636,6.363636364,7.363636364,4.952380952,7.409090909,5.818181818,4.761904762
522,0,531,0,22,2,3,6,Pennsylvania,71787.00,6,2,Assistant District Attorney,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,QUE BUSCA ,10,20,15,20,15,20,QUE PIENSA DE SI MISMO,7,8,9,9,7,Matches no/si efectivos,17,5,Si saldrian con ellos otravez,10,12,Rating que obtuvieron de sus dates,7.318181818,6.409090909,6.454545455,7.545454545,5.181818182,6.863636364,6.136363636,5.181818182
523,0,531,0,27,4,3,2,China,0.00,4,3,??,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,QUE BUSCA ,10,25,20,20,5,20,QUE PIENSA DE SI MISMO,8,8,10,8,9,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,20,2,Rating que obtuvieron de sus dates,5.857142857,4.090909091,5.772727273,6.636363636,5,6.954545455,5.454545455,5.727272727
524,0,531,1,25,4,9,6,Michigan,72412.00,7,4,physician/healthcare,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,QUE BUSCA ,15,20,25,20,10,10,QUE PIENSA DE SI MISMO,6,10,8,8,8,Matches no/si efectivos,8,14,Si saldrian con ellos otravez,8,14,Rating que obtuvieron de sus dates,7,7,7.714285714,7.857142857,6.05,7.75,6.761904762,5.523809524
525,0,531,0,24,2,2,8,"Saratoga, NY",36510.00,4,1,Sex Therapist,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,QUE BUSCA ,10,15,30,20,15,10,QUE PIENSA DE SI MISMO,7,10,10,8,9,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,22,1,Rating que obtuvieron de sus dates,5.421052632,4.523809524,5.714285714,6.380952381,4.1,6.65,4.619047619,4.095238095
526,0,531,0,26,3,5,2,New Jersey,0.00,5,3,Social Work,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,QUE BUSCA ,10,10,30,20,10,15,QUE PIENSA DE SI MISMO,5,5,5,9,6,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,19,3,Rating que obtuvieron de sus dates,5.55,4.55,6.476190476,6.428571429,4.3,6.904761905,5.333333333,4.333333333
527,0,531,0,24,6,5,5,California,32386.00,4,3,Social Worker,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,QUE BUSCA ,50,20,10,5,10,5,QUE PIENSA DE SI MISMO,8,8,8,8,8,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,19,3,Rating que obtuvieron de sus dates,5.380952381,4.904761905,5.476190476,6.476190476,4,6.285714286,5,3.523809524
528,0,531,0,29,3,8,7,NYC,15863.00,6,1,Social Worker,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,QUE BUSCA ,40,10,30,10,10,,QUE PIENSA DE SI MISMO,9,8,9,9,9,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,17,5,Rating que obtuvieron de sus dates,6.578947368,5.45,7.1,6.95,5.166666667,7.05,6.05,4.35
529,0,531,0,22,4,4,1,HKG,0.00,4,1,Engineer,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,QUE BUSCA ,10,25,25,10,10,20,QUE PIENSA DE SI MISMO,5,10,6,7,6,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,19,3,Rating que obtuvieron de sus dates,6.4,4.095238095,5.19047619,7.380952381,4.380952381,7.714285714,5.476190476,5
530,0,531,0,22,4,1,1,China,0.00,7,3,dont know yet,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,QUE BUSCA ,20,20,10,15,5,30,QUE PIENSA DE SI MISMO,3,8,9,8,8,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,19,3,Rating que obtuvieron de sus dates,6.45,4.142857143,5.142857143,7.523809524,3.761904762,7.857142857,5,5.05
531,1,509,0,25,4,5,1,"BEIJING, CHINA",0.00,7,2,TEACHING,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,QUE BUSCA ,15,30,20,20,10,5,QUE PIENSA DE SI MISMO,10,10,10,10,10,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,15,7,Rating que obtuvieron de sus dates,6.772727273,4.454545455,5.272727273,7.863636364,4.619047619,7.045454545,5.409090909,4.909090909
532,1,509,0,26,4,8,3,California,46272.00,2,2,ASIC Engineer,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,QUE BUSCA ,25,20,20,20,5,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,19,3,Si saldrian con ellos otravez,18,4,Rating que obtuvieron de sus dates,6.333333333,3.761904762,3.619047619,7.380952381,3.55,7.571428571,4.666666667,4.19047619
533,1,509,0,26,2,1,1,Greece,0.00,6,2,Academic/ Finance,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,QUE BUSCA ,25,25,25,13,12,0,QUE PIENSA DE SI MISMO,8,9,9,8,8,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,15,7,Rating que obtuvieron de sus dates,5.761904762,5.714285714,5.19047619,6.285714286,4.35,5.952380952,5.047619048,4
534,1,509,0,24,6,1,1,Bangladesh,0.00,5,6,"software engr, network engr",7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,QUE BUSCA ,30,30,30,5,2,3,QUE PIENSA DE SI MISMO,7,7,9,8,7,Matches no/si efectivos,16,6,Si saldrian con ellos otravez,15,7,Rating que obtuvieron de sus dates,6.318181818,5.454545455,5.636363636,6.681818182,4.833333333,6.272727273,5.181818182,4.636363636
535,1,509,1,23,2,5,6,Maryland,48137.00,5,3,Science,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,QUE BUSCA ,23,14,19,16,10,18,QUE PIENSA DE SI MISMO,7,8,7,7,6,Matches no/si efectivos,14,8,Si saldrian con ellos otravez,7,15,Rating que obtuvieron de sus dates,6.85,6,6.454545455,7.772727273,5.19047619,6.181818182,6.090909091,4.818181818
536,1,509,0,29,2,1,1,Italy,0.00,5,2,Finance,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,QUE BUSCA ,30,20,20,20,10,0,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,19,3,Si saldrian con ellos otravez,12,10,Rating que obtuvieron de sus dates,6.473684211,6.6,6.421052632,6.5,5.058823529,6.3,5.85,5
537,1,509,1,22,4,7,1,San Francisco/LA,61686.00,5,1,Law,6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1,QUE BUSCA ,20,5,25,25,5,20,QUE PIENSA DE SI MISMO,8,9,9,8,9,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,10,12,Rating que obtuvieron de sus dates,6.421052632,6,6.5,6.80952381,5.611111111,5.904761905,5.619047619,4.714285714
538,1,509,1,32,2,1,1,Born in Iran,0.00,4,2,self-made millionare,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,QUE BUSCA ,50,0,10,30,0,10,QUE PIENSA DE SI MISMO,7,4,9,8,8,Matches no/si efectivos,18,4,Si saldrian con ellos otravez,10,12,Rating que obtuvieron de sus dates,6.733333333,5.65,7.444444444,6.85,5.3125,6.2,6.166666667,5.631578947
539,1,509,0,22,2,6,6,Russia,0.00,4,1,Lawyer,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,QUE BUSCA ,30,10,20,15,15,10,QUE PIENSA DE SI MISMO,8,8,8,8,8,Matches no/si efectivos,20,2,Si saldrian con ellos otravez,14,8,Rating que obtuvieron de sus dates,6.65,5,6.380952381,6.761904762,4.894736842,5.571428571,5.476190476,4.666666667
540,1,509,0,24,2,5,1,Persia,0.00,7,4,"Academic Work, Consultant",6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,QUE BUSCA ,20,15,20,20,15,10,QUE PIENSA DE SI MISMO,5,6,5,6,4,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,17,5,Rating que obtuvieron de sus dates,5.947368421,4.2,5.6,6.35,4.263157895,6.75,5.333333333,5.142857143
541,1,509,0,23,4,2,2,Indonesia,0.00,7,3,Entrepreneur,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,QUE BUSCA ,40,30,0,20,0,10,QUE PIENSA DE SI MISMO,5,8,10,10,8,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,16,6,Rating que obtuvieron de sus dates,6.3,4.5,4.75,7,4.842105263,6.75,5.35,4.85
542,1,509,0,23,4,7,1,India and NJ,0.00,5,3,To go into Finance,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,QUE BUSCA ,25,15,20,20,10,10,QUE PIENSA DE SI MISMO,7,8,7,8,10,Matches no/si efectivos,19,3,Si saldrian con ellos otravez,16,6,Rating que obtuvieron de sus dates,6.611111111,5.047619048,5.19047619,6.380952381,4.166666667,5.904761905,4.619047619,4.523809524
543,1,509,0,24,4,9,6,San Diego,47624.00,7,2,Research Engineer,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,QUE BUSCA ,20,16,16,17,16,15,QUE PIENSA DE SI MISMO,7,8,8,8,8,Matches no/si efectivos,22,1,Si saldrian con ellos otravez,16,6,Rating que obtuvieron de sus dates,6.052631579,5.15,5.8,6.8,4.882352941,6.45,5.285714286,4.738095238
544,1,509,0,23,4,3,8,San Francisco,36673.00,7,3,Physician,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,QUE BUSCA ,15,25,20,10,10,20,QUE PIENSA DE SI MISMO,7,9,7,8,8,Matches no/si efectivos,19,3,Si saldrian con ellos otravez,14,8,Rating que obtuvieron de sus dates,5.684210526,4.9,5.7,6.6,4.333333333,6.25,5.15,4.05
